1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
04910,Unit Masonry Replacement,4,04 01 20,Maintenance of Unit Masonry,3
04910,Unit Masonry Repointing,4,04 01 20,Maintenance of Unit Masonry,3
04910,Unit Masonry Restoration,3,04 01 20.91,Unit Masonry Restoration,4
04920,Stone Repair,4,04 01 40,Maintenance of Stone Assemblies,3
04920,Stone Replacement,4,04 01 40,Maintenance of Stone Assemblies,3
04920,Stone Repointing,4,04 01 40,Maintenance of Stone Assemblies,3
04920,Stone Restoration,3,04 01 40.91,Stone Restoration,4
04930,Brick Cleaning,4,04 01 20.52,Unit Masonry Cleaning,4
04930,Terra Cotta Cleaning,4,04 01 20.52,Unit Masonry Cleaning,4
04930,Unit Masonry Cleaning,3,04 01 20.52,Unit Masonry Cleaning,4
04940,Stone Cleaning,3,04 01 40.52,Stone Cleaning,4
05000,METALS,1,05 00 00,Metals,1
05050,BASIC METAL MATERIALS AND METHODS,2,05 05 00,Common Work Results for Metals,2
05060,Metal Materials,3,05 05 00,Common Work Results for Metals,2
05080,Factory-Applied Metal Coatings,3,05 05 13,Shop-Applied Coatings for Metal,3
05090,Metal Fastenings,3,05 05 23,Metal Fastenings,3
05100,STRUCTURAL METAL FRAMING,2,05 10 00,Structural Metal Framing,2
05120,Architecturally Exposed Structural Steel,4,05 12 13,Architecturally-Exposed Structural Steel Framing,3
05120,Fabricated Fireproofed Steel Columns,4,05 12 16,Fabricated Fireproofed Steel Columns,3
05120,Structural Steel,3,05 12 00,Structural Steel Framing,2
05120,Tubular Steel,4,05 12 00,Structural Steel Framing,2
05140,Architecturally-Exposed Structural Aluminum,4,05 14 13,Architecturally-Exposed Structural Aluminum Framing,3
05140,Structural Aluminum,3,05 14 00,Structural Aluminum Framing,2
05150,Aluminum Wire Rope Assemblies,4,05 15 13,Aluminum Wire Rope Assemblies,3
05150,Steel Wire Rope Assemblies,4,05 15 16,Steel Wire Rope Assemblies,3
05150,Wire Rope Assemblies,3,05 15 00,Wire Rope Assemblies,2
05150,Wire Rope Assemblies,3,05 16 00,Structural Cabling,2
05160,Geodesic Structures,4,13 33 00,Geodesic Structures,2
05160,Metal Framing Systems,3,05 10 00,Structural Metal Framing,2
05160,Space Frames,4,13 32 00,Space Frames,2
05200,METAL JOISTS,2,05 20 00,Metal Joists,2
05210,Deep Longspan Steel Joists,4,05 21 13,Deep Longspan Steel Joist Framing,3
05210,Longspan Steel Joists,4,05 21 16,Longspan Steel Joist Framing,3
05210,Open Web Steel Joists,4,05 21 19,Open Web Steel Joist Framing,3
05210,Steel Joist Girders,4,05 21 23,Steel Joist Girder Framing,3
05210,Steel Joists,3,05 21 00,Steel Joist Framing,2
05250,Aluminum Joists,3,05 25 00,Aluminum Joist Framing,2
05260,Composite Joists Assemblies,3,05 20 00,Metal Joists,2
05300,METAL DECK,2,05 30 00,Metal Decking,2
05310,Composite Metal Deck,4,05 36 00,Composite Metal Decking,2
05310,Steel Deck,3,05 31 00,Steel Decking,2
05310,Steel Floor Deck,4,05 31 13,Steel Floor Decking,3
05310,Steel Roof Deck,4,05 31 23,Steel Roof Decking,3
05320,Raceway Deck Systems,3,05 35 00,Raceway Decking Assemblies,2
05330,Aluminum Deck,3,05 33 00,Aluminum Decking,2
05330,Aluminum Floor Deck,4,05 33 13,Aluminum Floor Decking,3
05330,Aluminum Roof Deck,4,05 33 23,Aluminum Roof Decking,3
05340,Acoustical Metal Deck,3,05 34 00,Acoustical Metal Decking,2
05400,COLD-FORMED METAL FRAMING,2,05 40 00,Cold-Formed Metal Framing,2
05410,Load-Bearing Metal Studs,3,05 41 00,Structural Metal Stud Framing,2
05420,Cold-Formed Metal Joists,3,05 42 00,Cold-Formed Metal Joist Framing,2
05430,Slotted Channel Framing,3,05 43 00,Slotted Channel Framing,2
05450,Electrical Supports,4,05 45 13,Mechanical Metal Supports,3
05450,Mechanical Supports,4,05 45 16,Electrical Metal Supports,3
05450,Medical Supports,4,05 45 23,Healthcare Metal Supports,3
05450,Metal Support,3,05 45 00,Metal Support Assemblies,2
05500,METAL FABRICATIONS,2,05 50 00,Metal Fabrications,2
05510,Metal Stairs and Ladders,3,05 51 00,Metal Stairs,2
05510,Metal Stairs and Ladders,3,05 51 33,Metal Ladders,3
05520,Handrails and Railings,3,05 52 00,Metal Railings,2
05520,Pipe and Tube Railings,4,05 52 13,Pipe and Tube Railings,3
05520,Tempered Glass Railing Assemblies,4,05 73 13,Glazed Decorative Metal Railings,3
05530,Gratings,3,05 53 00,Metal Gratings,2
05540,Floor Plates,3,05 54 00,Metal Floor Plates,2
05550,Stair Treads and Nosing,3,05 55 00,Metal Stair Treads and Nosings,2
05560,Metal Castings,3,05 56 00,Metal Castings,2
05580,Column Covers,4,05 58 13,Column Covers,3
05580,Formed Metal Enclosures,4,05 58 16,Formed Metal Enclosures,3
05580,Formed Metal Fabrications,3,05 58 00,Formed Metal Fabrications,2
05580,Heating/Cooling Unit Enclosures,4,05 58 19,Heating/Cooling Unit Covers,3
05600,Bifurcation Panels,4,35 20 13.13,Hydraulic Bifurcation Panels,4
05600,Bulkheads,4,35 20 13.16,Hydraulic Bulkheads,4
05600,HYDRAULIC FABRICATIONS,2,35 20 13,Hydraulic Fabrications,3
05600,Manifolds,4,35 20 13.19,Hydraulic Manifolds,4
05600,Penstocks,4,35 20 13.23,Hydraulic Penstocks,4
05600,Trashracks,4,35 20 13.26,Hydraulic Trashracks,4
05650,RAILROAD TRACK AND ACCESSORIES,2,34 11 00,Rail Tracks,2
05700,ORNAMENTAL METAL,2,05 70 00,Decorative Metal,2
05710,Ornamental Stairs,3,05 71 00,Decorative Metal Stairs,2
05715,Fabricated Spiral Stairs,3,05 71 13,Fabricated Metal Spiral Stairs,3
05720,Ornamental Handrails and Railings,3,05 73 00,Decorative Metal Railings,2
05725,Ornamental Metal Castings,3,05 74 00,Decorative Metal Castings,2
05730,Ornamental Formed Metal,3,05 75 00,Decorative Formed Metal,2
05740,Ornamental Forged Metal,3,05 76 00,Decorative Forged Metal,2
05800,EXPANSION CONTROL,2,07 95 00,Expansion Control,2
05810,Expansion Joint Cover Assemblies,3,07 95 13,Expansion Joint Cover Assemblies,3
05820,Slide Bearings,3,07 95 53,Joint Slide Bearings,3
05830,Bridge Expansion Joint Assemblies,3,07 95 63,Bridge Expansion Joint Cover Assemblies,3
05900,METAL RESTORATION AND CLEANING,2,05 01 00,Maintenance of Metals,2
06000,WOOD AND PLASTICS,1,06 00 00,"Wood, Plastics, and Composites",1
06050,BASIC WOOD AND PLASTIC MATERIALS AND METHODS,2,06 05 00,"Common Work Results for Wood, Plastics, and Composites",2
06060,Wood Materials,3,06 05 00,"Common Work Results for Wood, Plastics, and Composites",2
06065,Plastic Materials,3,06 05 00,"Common Work Results for Wood, Plastics, and Composites",2
06070,Fire-Retardant Treatment,4,06 05 73.13,Fire-Retardant Wood Treatment,4
06070,Preservative Treatment,4,06 05 73.33,Preservative Wood Treatment,4
06070,Wood Treatment,3,06 05 73,Wood Treatment,3
06080,Factory-Applied Wood Coatings,3,06 05 83,Shop-Applied Wood Coatings,3
06090,Wood and Plastic Fastenings,3,06 05 23,"Wood, Plastic, and Composite Fastenings",3
06100,ROUGH CARPENTRY,2,06 10 00,Rough Carpentry,2
06110,Engineered Lumber Products,4,06 11 13,Engineered Wood Products,3
06110,Stress-Rated Lumber,4,06 11 16,Mechanically Graded Lumber,3
06110,Wood Framing,3,06 11 00,Wood Framing,2
06120,Cementitious Reinforced Panels,4,06 12 13,Cementitious Reinforced Panels,3
06120,Stressed Skin Panels,4,06 12 16,Stressed Skin Panels,3
06120,Structural Panels,3,06 12 00,Structural Panels,2
06130,Heavy Timber Construction,3,06 13 23,Heavy Timber Construction,3
06130,Log Structures,4,06 13 13,Log Construction,3
06130,Mill-Framed Structures,4,06 13 00,Heavy Timber,3
06130,Pole Construction,4,06 13 16,Pole Construction,3
06130,Railroad Ties,4,34 11 33.16,Timber Track Cross Ties,4
06130,Timber Bridges and Trestles,4,06 13 00,Heavy Timber,2
06130,Timber Trusses,4,06 13 00,Heavy Timber,2
06140,Treated Wood Foundations,3,06 14 00,Treated Wood Foundations,2
06150,Wood Decking,3,06 15 00,Wood Decking,2
06160,Insulating Sheathing,4,06 16 13,Insulating Sheathing,3
06160,Sheathing,3,06 16 00,Sheathing,2
06160,Subflooring,4,06 16 23,Subflooring,3
06160,Underlayment,4,06 16 26,Underlayment,3
06160,Wood Board Sheathing,4,06 16 33,Wood Board Sheathing,3
06160,Wood Panel Product Sheathing,4,06 16 36,Wood Panel Product Sheathing,3
06170,Laminated Veneer Lumber,4,06 17 13,Laminated Veneer Lumber,3
06170,Metal-Web Wood Joists,4,06 17 36,Metal-Web Wood Joists,3
06170,Parallel Strand Lumber,4,06 17 23,Parallel Strand Lumber,3
06170,Prefabricated Structural Wood,3,06 17 00,Shop-Fabricated Structural Wood,2
06170,Wood I Joists,4,06 17 33,Wood I-Joists,3
06170,Wood Trusses,4,06 17 53,Shop-Fabricated Wood Trusses,3
06180,Glued-Laminated Construction,3,06 18 00,Glued-Laminated Construction,2
06200,FINISH CARPENTRY,2,06 20 00,Finish Carpentry,2
06220,Millwork,3,06 22 00,Millwork,2
06250,Prefinished Paneling,3,06 25 00,Prefinished Paneling,2
06260,Board Paneling,3,06 26 00,Board Paneling,2
06270,Closet and Utility Wood Shelving,3,10 57 23.19,Wood Closet and Utility Shelving,4
06400,ARCHITECTURAL WOODWORK,2,06 40 00,Architectural Woodwork,2
06410,Cabinet Hardware,4,06 41 00,Architectural Wood Casework,2
06410,Custom Cabinets,3,06 41 00,Architectural Wood Casework,2
06410,Laminate-Clad Wood Cabinets,4,06 41 16,Plastic-Laminate-Clad Architectural Cabinets,3
06410,Opaque-Finish Wood Cabinets,4,06 41 13,Wood-Veneer-Faced Architectural Cabinets,3
06410,Transparent-Finish Wood Cabinets,4,06 41 13,Wood-Veneer-Faced Architectural Cabinets,3
06415,Countertops,3,12 36 00,Countertops,2
06420,Paneling,3,06 42 00,Wood Paneling,2
06430,Ornamental Wood Stairs,4,06 43 13,Wood Stairs,3
06430,Wood Stairs and Railings,3,06 43 00,Wood Stairs and Railings,2
06440,Custom Wood Turnings,4,06 44 13,Wood Turnings,3
06440,Fluted Wood Pilasters,4,06 44 16,Wood Pilasters,3
06440,Ornamental Wood Grilles,4,06 44 19,Wood Grilles,3
06440,Wood Balusters,4,06 43 16,Wood Railings,3
06440,Wood Corbels,4,06 44 23,Wood Corbels,3
06440,Wood Cupolas,4,06 44 26,Wood Cupolas,3
06440,Wood Finials,4,06 44 29,Wood Finials,3
06440,Wood Mantels,4,06 44 33,Wood Mantels,3
06440,Wood Ornaments,3,06 44 00,Ornamental Woodwork,2
06440,Wood Pediment Heads,4,06 44 36,Wood Pediment Heads,3
06440,Wood Posts and Columns,4,06 44 39,Wood Posts and Columns,3
06445,Simulated Wood Ornaments,3,06 66 00,Custom Ornamental Simulated Woodwork,2
06450,Door and Window Wood Casings,4,06 46 13,Wood Door and Window Casings,3
06450,Standing and Running Trim,3,06 46 00,Wood Trim,2
06450,Wood Aprons,4,06 46 16,Wood Aprons,3
06450,Wood Base and Shoe Molding,4,06 46 19,Wood Base and Shoe Moldings,3
06450,Wood Chair Rail,4,06 46 23,Wood Chair Rails,3
06450,Wood Cornices,4,06 46 26,Wood Cornices,3
06450,Wood Fascias and Soffits,4,06 46 29,Wood Fascia and Soffits,3
06450,Wood Handrails and Guard Rails,4,06 43 16,Wood Railings,3
06450,"Wood Stops, Stools and Sills",4,06 46 33,"Wood Stops, Stools, and Sills",3
06455,Simulated Wood Trim,3,06 65 00,Plastic Simulated Wood Trim,2
06460,Exterior Wood Door Frames and Jambs,4,06 48 13,Exterior Wood Door Frames,3
06460,Fire-Rated Wood Door Frames,4,06 48 00,Wood Frames,2
06460,Interior Wood Door Frames and Jambs,4,06 48 16,Interior Wood Door Frames,3
06460,Ornamental Wood Frames,4,06 48 19,Ornamental Wood Frames,3
06460,Stick-Built Wood Windows,4,06 48 23,Stick-Built Wood Windows,3
06460,Wood Frames,3,06 48 00,Wood Frames,2
06460,Wood Veneer Frames,4,06 48 26,Wood-Veneer Frames,3
06470,"Screens, Blinds, and Shutters",3,06 49 00,Wood Screens and Exterior Wood Shutters,2
06500,STRUCTURAL PLASTICS,2,06 50 00,Structural Plastics,2
06510,Plastic Lumber,4,06 51 13,Plastic Lumber,3
06510,Structural Plastic Shapes and Plates,3,06 51 00,Structural Plastic Shapes and Plates,2
06510,Structural Tubular Plastic,4,06 51 00,Structural Plastic Shapes and Plates,2
06520,Plastic Structural Assemblies,3,06 52 00,Plastic Structural Assemblies,2
06600,Cultured Marble,4,06 61 13,Cultured Marble Fabrications,3
06600,Glass-Fiber-Reinforced Plastic,4,06 82 00,Glass-Fiber-Reinforced Plastic,2
06600,PLASTIC FABRICATIONS,2,06 60 00,Plastic Fabrications,2
06600,Plastic Handrails,4,06 63 00,Plastic Railings,2
06600,Plastic Paneling,4,06 64 00,Plastic Paneling,2
06600,Solid Surfacing,4,06 61 16,Solid Surfacing Fabrications,3
06900,WOOD AND PLASTIC RESTORATION AND CLEANING,2,06 01 00,"Maintenance of Wood, Plastics, and Composites",2
06910,Architectural Woodwork Cleaning,4,06 01 40.51,Architectural Woodwork Cleaning,4
06910,Architectural Woodwork Refinishing,4,06 01 40.61,Architectural Woodwork Refinishing,4
06910,Architectural Woodwork Restoration,4,06 01 40.91,Architectural Woodwork Restoration,4
06910,Wood Framing Restoration,4,06 01 10.91,Rough Carpentry Restoration,4
06910,Wood Restoration and Cleaning,3,06 01 00,"Maintenance of Wood, Plastics, and Composites",2
06920,Plastic Restoration and Cleaning,3,06 01 60.51,Plastic Cleaning,4
06920,Plastic Restoration and Cleaning,3,06 01 60.91,Plastic Restoration,4
07000,THERMAL AND MOISTURE PROTECTION,1,07 00 00,Thermal and Moisture Protection,1
07050,BASIC THERMAL AND MOISTURE PROTECTION MATERIALS AND METHODS,2,07 05 00,Common Work Results for Thermal and Moisture Protection,2
07100,DAMPPROOFING AND WATERPROOFING,2,07 10 00,Dampproofing and Waterproofing,2
07110,Bituminous Dampproofing,4,07 11 13,Bituminous Dampproofing,3
07110,Cementitious Dampproofing,4,07 11 16,Cementitious Dampproofing,3
07110,Dampproofing,3,07 11 00,Dampproofing,2
07120,Built-Up Asphalt Waterproofing,4,07 12 13,Built-Up Asphalt Waterproofing,3
07120,Built-Up Bituminous Waterproofing,3,07 12 00,Built-Up Bituminous Waterproofing,2
07120,Built-Up Coal Tar Waterproofing,4,07 12 16,Built-Up Coal Tar Waterproofing,3
07130,Bituminous Sheet Waterproofing,4,07 13 13,Bituminous Sheet Waterproofing,3
07130,Elastomeric Sheet Waterproofing,4,07 13 53,Elastomeric Sheet Waterproofing,3
07130,Modified Bituminous Sheet Waterproofing,4,07 13 52,Modified Bituminous Sheet Waterproofing,3
07130,Sheet Waterproofing,3,07 13 00,Sheet Waterproofing,2
07130,Thermoplastic Sheet Waterproofing,4,07 13 54,Thermoplastic Sheet Waterproofing,3
07140,Fluid-Applied Waterproofing,3,07 14 00,Fluid-Applied Waterproofing,2
07150,Sheet Metal Waterproofing,3,07 15 00,Sheet Metal Waterproofing,2
07160,Acrylic Modified Cement Waterproofing,4,07 16 13,Polymer Modified Cement Waterproofing,3
07160,Cementitious and Reactive Waterproofing,3,07 16 00,Cementitious and Reactive Waterproofing,2
07160,Crystalline Waterproofing,4,07 16 16,Crystalline Waterproofing,3
07160,Metal Oxide Waterproofing,4,07 16 19,Metal Oxide Waterproofing,3
07170,Bentonite Panel Waterproofing,4,07 17 13,Bentonite Panel Waterproofing,3
07170,Bentonite Sheet Waterproofing,4,07 17 16,Bentonite Composite Sheet Waterproofing,3
07170,Bentonite Waterproofing,3,07 17 00,Bentonite Waterproofing,2
07180,Pedestrian Traffic Coating,4,07 18 13,Pedestrian Traffic Coatings,3
07180,Traffic Coatings,3,07 18 00,Traffic Coatings,2
07180,Vehicular Traffic Coating,4,07 18 16,Vehicular Traffic Coatings,3
07190,Acrylic Water Repellents,4,07 19 13,Acrylic Water Repellents,3
07190,Silane Water Repellents,4,07 19 16,Silane Water Repellents,3
07190,Silicone Water Repellents,4,07 19 19,Silicone Water Repellents,3
07190,Siloxane Water Repellents,4,07 19 23,Siloxane Water Repellents,3
07190,Stearate Water Repellents,4,07 19 26,Stearate Water Repellents,3
07190,Water Repellents,3,07 19 00,Water Repellents,2
07200,THERMAL PROTECTION,2,07 20 00,Thermal Protection,2
07210,Building Insulation,3,07 21 00,Thermal Insulation,2
07220,Asphaltic Perlite Concrete Deck,4,07 22 13,Asphaltic Perlite Concrete Deck,3
07220,Roof and Deck Insulation,3,07 22 00,Roof and Deck Insulation,2
07220,Roof Board Insulation,4,07 22 16,Roof Board Insulation,3
07240,Exterior Finish Assemblies,4,07 24 00,Exterior Insulation and Finish Systems,2
07240,Exterior Insulation and Finish Systems (EIFS),3,07 24 00,Exterior Insulation and Finish Systems,2
07260,Vapor Retarders,3,07 26 00,Vapor Retarders,2
07270,Air Barriers,3,07 27 00,Air Barriers,2
07300,"SHINGLES, ROOF TILES, AND ROOF COVERINGS",2,07 30 00,Steep Slope Roofing,2
07310,Asphalt Shingles,4,07 31 13,Asphalt Shingles,3
07310,Fiberglass Reinforced Shingles,4,07 31 13.13,Fiberglass-Reinforced Asphalt Shingles,4
07310,Metal Shingles,4,07 31 16,Metal Shingles,3
07310,Mineral Fiber Cement Shingles,4,07 31 19,Mineral-Fiber Cement Shingles,3
07310,Plastic Shakes,4,07 31 53,Plastic Shakes,3
07310,Porcelain Enamel Shingles,4,07 31 23,Porcelain Enamel Shingles,3
07310,Shingles,3,07 31 00,Shingles and Shakes,2
07310,Slate Shingles,4,07 31 26,Slate Shingles,3
07310,Wood Shakes,4,07 31 29.16,Wood Shakes,4
07310,Wood Shingles,4,07 31 29.13,Wood Shingles,4
07320,Clay Roof Tiles,4,07 32 13,Clay Roof Tiles,3
07320,Concrete Roof Tiles,4,07 32 16,Concrete Roof Tiles,3
07320,Metal Roof Tiles,4,07 32 19,Metal Roof Tiles,3
07320,Mineral Fiber Cement Roof Tiles,4,07 32 23,Mineral-Fiber Cement Roof Tiles,3
07320,Plastic Roof Tiles,4,07 32 26,Plastic Roof Tiles,3
07320,Roof Tiles,3,07 32 00,Roof Tiles,2
07330,Roof Coverings,3,07 33 00,Natural Roof Coverings,2
07330,Sod Roofing,4,07 33 13,Sod Roofing,3
07330,Thatched Roofing,4,07 33 16,Thatched Roofing,3
07400,ROOFING AND SIDING PANELS,2,07 40 00,Roofing and Siding Panels,2
07410,Metal Roof and Wall Panels,3,07 40 00,Roofing and Siding Panels,2
07410,Metal Roof Panels,4,07 41 13,Metal Roof Panels,3
07410,Metal Wall Panels,4,07 42 13,Metal Wall Panels,3
07420,Plastic Roof and Wall Panels,3,07 40 00,Roofing and Siding Panels,2
07420,Plastic Roof Panels,4,07 41 33,Plastic Roof Panels,3
07420,Plastic Wall Panels,4,07 42 33,Plastic Wall Panels,3
07430,Composite Panels,3,07 41 43,Composite Roof Panels,3
07430,Composite Panels,3,07 42 43,Composite Wall Panels,3
07440,Aggregate Coated Panels,4,07 44 13,Aggregate Coated Panels,3
07440,Faced Panels,3,07 44 00,Faced Panels,2
07440,Porcelain Enameled Faced Panels,4,07 44 16,Porcelain Enameled Faced Panels,3
07440,Tile Faced Panels,4,07 44 19,Tile-Faced Panels,3
07450,Fiber-Reinforced Cementitious Panels,3,07 44 00,Faced Panels,2
07450,Glass-Fiber-Reinforced Cementitious Panels,4,07 44 53,Glass-Fiber-Reinforced Cementitious Panels,3
07450,Mineral-Fiber-Reinforced Cementitious Panels,4,07 44 56,Mineral-Fiber-Reinforced Cementitious Panels,3
07460,Aluminum Siding,4,07 46 16,Aluminum Siding,3
07460,Composition Siding,4,07 46 43,Composition Siding,3
07460,Hardboard Siding,4,07 46 26,Hardboard Siding,3
07460,Mineral Fiber Cement Siding,4,07 46 46,Mineral-Fiber Cement Siding,3
07460,Plastic Siding,4,07 46 33,Plastic Siding,3
07460,Plywood Siding,4,07 46 29,Plywood Siding,3
07460,Siding,3,07 46 00,Siding,2
07460,Steel Siding,4,07 46 19,Steel Siding,3
07460,Wood Siding,4,07 46 23,Wood Siding,3
07470,Wood Roof and Wall Panels,3,07 40 00,Roofing and Siding Panels,2
07470,Wood Roof Panels,4,07 41 23,Wood Roof Panels,3
07470,Wood Wall Panels,4,07 42 23,Wood Wall Panels,3
07480,Exterior Wall Assemblies,3,07 41 63,Fabricated Roof Panel Assemblies,3
07480,Exterior Wall Assemblies,3,07 42 63,Fabricated Wall Panel Assemblies,3
